图鉴编号	PokeAPI编号	日文名	中文名	英文名	是否默认形态	第一属性	第二属性	第一特性	第二特性	隐藏特性	体重(kg)	HP	攻击	防御	特攻	特防	速度	种族值总和	日文图鉴说明	英文图鉴说明	中文图鉴说明
628	628	ウォーグル	勇士雄鹰	braviary	TRUE	normal	flying	keen-eye	sheer-force	defiant	41	100	123	75	57	75	80	510	血の気が　多く　荒っぽいので ガラルの　運び屋の　座は アーマーガアに　奪われた。	"Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water's surface."	性格粗暴、血气方刚， 因此被钢铠鸦夺走了 伽勒尔运送员的地位。
628	10240	ウォーグル（ヒスイのすがた）	勇士雄鹰（洗翠的样子）	braviary-hisui	FALSE	psychic	flying	keen-eye	sheer-force	tinted-lens	43.4	110	83	70	112	70	65	510	血の気が　多く　荒っぽいので ガラルの　運び屋の　座は アーマーガアに　奪われた。	"Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water's surface."	性格粗暴、血气方刚， 因此被钢铠鸦夺走了 伽勒尔运送员的地位。
629	629	バルチャイ	秃鹰丫头	vullaby	TRUE	dark	flying	big-pecks	overcoat	weak-armor	9	70	55	75	45	65	60	370	すぐに　大きく　育つので お尻の　骸骨は　巣の　中で お下がりとして　使いまわされる。	Vullaby grow quickly. Bones that have gotten too small for older Vullaby to wear often get passed down to younger ones in the nest.	由于很快就会长大， 屁股上的骸骨会接着传给 巢里更小的秃鹰丫头用。
630	630	バルジーナ	秃鹰娜	mandibuzz	TRUE	dark	flying	big-pecks	overcoat	weak-armor	39.5	110	65	105	55	95	80	510	拾った　骨で　身を　飾る。 まとう　骨の　形には 流行が　あるらしい。	"They adorn themselves with bones. There seem to be fashion trends among them, as different bones come into and fall out of popularity."	把捡来的骨头装饰在身上。 在骨头形状这方面 似乎也是有流行趋势的。
631	631	クイタラン	熔蚁兽	heatmor	TRUE	fire		gluttony	flash-fire	white-smoke	58	85	97	66	105	66	65	484	炎を　ベロの　ように　使う。 アイアントの　硬い　外骨格を じわじわと　溶かし　いただくのだ。	"A flame serves as its tongue, melting through the hard shell of Durant so that Heatmor can devour their insides."	将火焰当成舌头来使用。 会一点一点地熔化铁蚁 坚硬的外骨骼，然后把它吃掉。
632	632	アイアント	铁蚁	durant	TRUE	bug	steel	swarm	hustle	truant	33	58	109	112	48	48	109	484	大きな顎は　岩石をも　かみ砕く。 サダイジャから　タマゴを 守るため　群れで　戦う。	"With their large mandibles, these Pokémon can crunch their way through rock. They work together to protect their eggs from Sandaconda."	巨大的颚部能咬碎岩石。 为了不让沙螺蟒把蛋抢走， 会和其他同类一起并肩战斗。
633	633	モノズ	单首龙	deino	TRUE	dark	dragon	hustle			17.3	52	65	50	45	50	38	300	目が　見えないので　手あたりしだい 噛みついて　自分の　まわりの 状況を　把握　している。	"Because it can’t see, this Pokémon is constantly biting at everything it touches, trying to keep track of its surroundings."	因为眼睛看不见， 所以会又撞又咬， 来判断四周的状况。
634	634	ジヘッド	双首暴龙	zweilous	TRUE	dark	dragon	hustle			50	72	85	70	65	70	58	420	１つの　エサを　２つの　頭で 奪い合う。　誰とも　戦って いないのに　いつも　傷だらけ。	Their two heads will fight each other over a single piece of food. Zweilous are covered in scars even without battling others.	２个头会争抢同一个食物。 明明没有去和别人战斗， 却总是遍体鳞伤。
635	635	サザンドラ	三首恶龙	hydreigon	TRUE	dark	dragon	levitate			160	92	105	90	125	90	98	600	３つの　頭で　代わるがわる 噛みつく。　相手が　倒れるまで 攻撃の　手を　休めない。	The three heads take turns sinking their teeth into the opponent. Their attacks won’t slow until their target goes down.	３个头会轮流去咬敌人。 在对方倒下之前， 绝对不会停止攻击。
636	636	メラルバ	燃烧虫	larvesta	TRUE	bug	fire	flame-body		swarm	28.8	55	85	55	50	55	60	360	全身が　かなり　温かい。 ツノの先から　炎を　出し 天敵や　獲物を　威嚇する。	Larvesta’s body is warm all over. It spouts fire from the tips of its horns to intimidate predators and scare prey.	全身都相当温暖。 会从角的尖端喷出火焰， 借此威吓天敌或猎物。
637	637	ウルガモス	火神蛾	volcarona	TRUE	bug	fire	flame-body		swarm	46	85	60	65	135	105	100	550	燃えさかる　炎の　繭から 生まれる。　古代の　壁画に 炎の神として　描かれている。	This Pokémon emerges from a cocoon formed of raging flames. Ancient murals depict Volcarona as a deity of fire.	从熊熊燃烧的火焰之茧中 诞生。在古代的壁画上 被描绘为火之神。
638	638	コバルオン	勾帕路翁	cobalion	TRUE	steel	fighting	justified			250	91	90	129	90	72	108	580	生まれながら　リーダーの　風格を 身につける。　狂暴な　相手も コバルオンの　前では　おとなしい。	"From the moment it’s born, this Pokémon radiates the air of a leader. Its presence will calm even vicious foes."	生来就具有领导风范。 即使是性格狂暴的宝可梦， 在勾帕路翁面前也会变得温顺。
639	639	テラキオン	代拉基翁	terrakion	TRUE	rock	fighting	justified			260	91	129	90	72	90	108	580	ポケモンを　守るため　人間に 戦いを　挑んだ　伝説が イッシュ地方に　残されている。	"In Unovan legend, Terrakion battled against humans in an effort to protect other Pokémon."	代拉基翁为保护宝可梦 而与人类作战的传说 在合众地区广为流传。
640	640	ビリジオン	毕力吉翁	virizion	TRUE	grass	fighting	justified			200	91	90	72	90	129	108	580	素早い　身のこなしで　つむじ風の ように　敵を　翻弄し　鋭い ツノで　容赦なく　切り刻む。	"It darts around opponents with a flurry of quick movements, slicing them up with its horns."	以敏捷的身手像旋风一般将敌人 玩弄于股掌之中，会用锋利的角 毫不留情地切斩对手。
641	641	トルネロス（けしんフォルム）	龙卷云（化身形态）	tornadus-incarnate	TRUE	flying		prankster		defiant	63	79	115	70	125	80	111	580	トルネロスの　尻尾から　噴き出した エネルギーが　大嵐を　起こす。 民家を　吹き飛ばす　パワー。	This storm-stirring Pokémon is said to cause the seasons to turn by whipping up the air. I suspect its humanlike form to be a false one.	
641	10019	トルネロス（れいじゅうフォルム）	龙卷云（灵兽形态）	tornadus-therian	FALSE	flying		regenerator			63	79	100	80	110	90	121	580	トルネロスの　尻尾から　噴き出した エネルギーが　大嵐を　起こす。 民家を　吹き飛ばす　パワー。	This storm-stirring Pokémon is said to cause the seasons to turn by whipping up the air. I suspect its humanlike form to be a false one.	
642	642	ボルトロス（けしんフォルム）	雷电云（化身形态）	thundurus-incarnate	TRUE	electric	flying	prankster		defiant	61	79	115	70	125	80	111	580	大空を　飛び回りながら あちこちに　雷を　落として 山火事を　起こすので　嫌われる。	"They say this wielder of electricity has waged war with its nemesis, Tornadus, since time immemorial. The lightning bolts it hurls pierce the very earth and enrich the soil."	
642	10020	ボルトロス（れいじゅうフォルム）	雷电云（灵兽形态）	thundurus-therian	FALSE	electric	flying	volt-absorb			61	79	105	70	145	80	101	580	大空を　飛び回りながら あちこちに　雷を　落として 山火事を　起こすので　嫌われる。	"They say this wielder of electricity has waged war with its nemesis, Tornadus, since time immemorial. The lightning bolts it hurls pierce the very earth and enrich the soil."	
643	643	レシラム	莱希拉姆	reshiram	TRUE	dragon	fire	turboblaze			330	100	120	100	150	120	90	680	人が　真実を　蔑ろにして 欲に　まみれると　炎で　国を 焼きつくすと　神話に　描かれた。	"According to myth, if people ignore truth and let themselves become consumed by greed, Reshiram will arrive to burn their kingdoms down."	在神话的叙述里，如果人类 蔑视真实、放纵欲望，它就会 用火焰烧尽他们的王国。
644	644	ゼクロム	捷克罗姆	zekrom	TRUE	dragon	electric	teravolt			345	100	150	120	120	100	90	680	人が　正しい　心を　なくすと 激しい　雷を　落とし　国を 亡ぼすと　神話に　描かれた。	"Mythology tells us that if people lose the righteousness in their hearts, their kingdoms will be razed by Zekrom’s lightning."	在神话的描述里，如果人类 失去了正义之心，它就会用 狂暴的雷电毁灭他们的王国。
645	645	ランドロス（けしんフォルム）	土地云（化身形态）	landorus-incarnate	TRUE	ground	flying	sand-force		sheer-force	68	89	125	90	115	80	101	600	風や　雷を　取りこみ　変えた エネルギーが　土に　栄養を 与えて　大地を　豊かに　する。	"When the incarnations of wind and of lightning clash, Landorus arrives to quell the conflict. After the tempests and thunderbolts abate, the land is sure to be blessed with bountiful harvests."	
645	10021	ランドロス（れいじゅうフォルム）	土地云（灵兽形态）	landorus-therian	FALSE	ground	flying	intimidate			68	89	145	90	105	80	91	600	風や　雷を　取りこみ　変えた エネルギーが　土に　栄養を 与えて　大地を　豊かに　する。	"When the incarnations of wind and of lightning clash, Landorus arrives to quell the conflict. After the tempests and thunderbolts abate, the land is sure to be blessed with bountiful harvests."	
646	646	キュレム	酋雷姆	kyurem	TRUE	dragon	ice	pressure			325	125	130	90	130	90	95	660	細胞組織を　安定させるため 自分で　発生させた　冷気で 体を　凍りつかせているらしい。	It appears that this Pokémon uses its powers over ice to freeze its own body in order to stabilize its cellular structure.	为了稳定细胞组织， 它似乎用自己制造出 的冷气冰冻着身体。
646	10022	キュレム（ブラック）	酋雷姆（暗黑）	kyurem-black	FALSE	dragon	ice	teravolt			325	125	170	100	120	90	95	700	細胞組織を　安定させるため 自分で　発生させた　冷気で 体を　凍りつかせているらしい。	It appears that this Pokémon uses its powers over ice to freeze its own body in order to stabilize its cellular structure.	为了稳定细胞组织， 它似乎用自己制造出 的冷气冰冻着身体。
646	10023	キュレム（ホワイト）	酋雷姆（焰白）	kyurem-white	FALSE	dragon	ice	turboblaze			325	125	120	90	170	100	95	700	細胞組織を　安定させるため 自分で　発生させた　冷気で 体を　凍りつかせているらしい。	It appears that this Pokémon uses its powers over ice to freeze its own body in order to stabilize its cellular structure.	为了稳定细胞组织， 它似乎用自己制造出 的冷气冰冻着身体。
647	647	ケルディオ（いつものすがた）	凯路迪欧（通常的样子）	keldeo-ordinary	TRUE	water	fighting	justified			48.5	91	72	90	129	90	108	580	厳しい　戦いを　潜りぬけて 額の　ツノが　鍛えられると 真の　力が　目覚めるという。	They say that Keldeo must survive harsh battles and fully develop the horn on its forehead before this Pokémon’s true power will awaken.	据说当它挺过了艰难的战斗， 额头上的角就能得到锻炼， 从而激发出自己真正的力量。
